"";"MSETrain";"MSEValid"
"1";0,0571573893229167;0,0545276327694164
"2";0,0550052837297028;0,0512632841222426
"3";0,0488481349571078;0,0426053888657514
"4";0,0376137378169041;0,0315625718060662
"5";0,0283945809158624;0,0256619083180147
"6";0,0245173794615502;0,0236139746273265
"7";0,0231732073017195;0,0228422389310949
"8";0,0225909124636183;0,0224373694027171
"9";0,0222350954541973;0,0221518280926873
"10";0,0219624642764821;0,0219181307624368
"11";0,0217324574788411;0,0217157857558307
"12";0,0215311267329197;0,0215364770328297
"13";0,0213521635766123;0,0213759343764361
"14";0,0211915304146561;0,0212313057394589
"15";0,0210464821609796;0,0211001362520106
"16";0,0209146282719631;0,0209807137882008
"17";0,0207943531111175;0,0208714877857881
"18";0,0206841382793352;0,0207711522719439
"19";0,0205826374128753;0,0206786638147691
"20";0,0204887001187194;0,0205929049323587
"21";0,0204015858968099;0,0205131777595071
"22";0,020320374731924;0,0204386834537282
"23";0,0202443306118834;0,020368766784668
"24";0,0201728835760378;0,0203028981825885
"25";0,0201054202809053;0,0202405570535099
"26";0,0200415188658471;0,0201812721701229
"27";0,0199805869308172;0,0201246957217946
"28";0,0199224120495366;0,0200704776539522
"29";0,0198666441674326;0,0200183195226333
"30";0,0198130469228707;0,0199679453232709
"31";0,0197611670400582;0,0199191239300896
"32";0,0197109132654527;0,0198716578764074
"33";0,0196621075798483;0,0198253384758444
"34";0,0196143849690755;0,0197801051420324
"35";0,0195678681018306;0,0197357379688936
"36";0,0195223355760761;0,0196921404670267
"37";0,0194776781867532;0,0196492700015797
"38";0,0194337074429381;0,0196069874482996
"39";0,0193905026304956;0,0195652389526367
"40";0,019347848331227;0,0195239841236788
"41";0,0193057983996821;0,0194832252053653
"42";0,0192642765419156;0,0194428432688994
"43";0,0192232244154986;0,019402827094583
"44";0,0191827482335708;0,0193632686839384
"45";0,0191427058799594;0,0193240378884708
"46";0,0191031586890127;0,0192851908066693
"47";0,0190640183991077;0,0192467812930836
"48";0,019025473501168;0,0192087240780101
"49";0,0189873190487132;0,0191711089190315
"50";0,0189497300690296;0,0191339245964499
"51";0,0189126407398897;0,0190972316966337
"52";0,0188760914522059;0,0190609471938189
"53";0,0188401255888097;0,0190252124561983
"54";0,0188047835406135;0,0189899601655848
"55";0,0187699097278071;0,0189553182265338
"56";0,0187357764150582;0,0189212125890395
"57";0,0187021607043696;0,0188877352546243
"58";0,018669313916973;0,0188548615399529
"59";0,0186370430740656;0,0188225701275994
"60";0,0186054603726256;0,0187909754584817
"61";0,0185745493570964;0,0187600483613856
"62";0,0185443219951555;0,0187297843484318
"63";0,0185148635565066;0,0187001980052275
"64";0,0184860588522518;0,0186713207469267
"65";0,0184579108743107;0,0186430919871611
"66";0,0184305796903722;0,0186155992395738
"67";0,0184037900438496;0,0185888032352223
"68";0,018377696018593;0,0185626613392549
"69";0,018352326037837;0,0185371948690975
"70";0,0183275828642004;0,0185123926050523
"71";0,0183034679936428;0,0184883005478803
"72";0,0182799814261642;0,0184648323059082
"73";0,0182571830001532;0,0184419867571662
"74";0,0182350128772212;0,0184197672675638
"75";0,0182132990220014;0,0183981816908892
"76";0,0181922703163297;0,0183772154415355
"77";0,0181717637005974;0,0183568079331342
"78";0,0181518360212737;0,0183369602876551
"79";0,0181324154722924;0,0183177173838896
"80";0,0181135603960823;0,0182989894642549
"81";0,0180951660754634;0,0182807798946605
"82";0,0180771906235639;0,018263111114502
"83";0,018059850954542;0,0182458967321059
"84";0,0180428433885761;0,0182292107974782
"85";0,0180263474408318;0,0182129355037914
"86";0,0180103376799939;0,0181971740722656
"87";0,0179946854535271;0,0181817727930406
"88";0,0179794311523437;0,0181667944964241
"89";0,017964547849169;0,0181523525013643
"90";0,0179500893985524;0,0181381966085995
