"";"MSETrain";"MSEValid"
"1";0,0579429835899203;0,055129690731273
"2";0,0569822303921569;0,0550367063634536
"3";0,0568780517578125;0,0549286831126494
"4";0,056753994810815;0,0547982788085938
"5";0,0566015625;0,0546367375990924
"6";0,0564111627316942;0,0544342085894416
"7";0,0561703251857384;0,0541780583998736
"8";0,0558647066004136;0,0538530910716337
"9";0,0554771872127757;0,0534421494427849
"10";0,0549872843424479;0,0529245488783892
"11";0,0543730253331801;0,0522778230554917
"12";0,0536090087890625;0,051478105432847
"13";0,0526706171970741;0,0505014890782973
"14";0,0515340827493107;0,0493266790053424
"15";0,0501797096402037;0,0479385196461397
"16";0,048597666422526;0,0463320384306066
"17";0,0467909001369102;0,0445183293959674
"18";0,0447822271608839;0,0425284441779642
"19";0,0426163377948836;0,040414841595818
"20";0,040359161975337;0,0382482461368336
"21";0,038091116512523;0,0361079765768612
"22";0,0358949578977099;0,03407013612635
"23";0,0338436351102941;0,0321965408325195
"24";0,0319903025907629;0,0305269375969382
"25";0,0303637874827665;0,0290788044649012
"26";0,0289708455403646;0,027849993986242
"27";0,0278009601667816;0,0268248950733858
"28";0,0268324279785156;0,0259800765093635
"29";0,0260384832643995;0,0252891944436466
"30";0,0253912562949985;0,0247264570348403
"31";0,0248646590288948;0,0242684128705193
"32";0,0244356357350069;0,0238945702945485
"33";0,0240846402037377;0,0235879539040958
"34";0,0237954382802926;0,0233346153708065
"35";0,0235551871505438;0,0231232811422909
"36";0,0233533657298369;0,0229449754602769
"37";0,0231817582074334;0,0227926321590648
"38";0,023033919988894;0,0226608814912684
"39";0,0229048381132238;0,0225452984080595
"40";0,0227906290690104;0,0224426381728228
"41";0,0226882111792471;0,0223501429838293
"42";0,0225953016094133;0,0222658920288086
"43";0,0225100528492647;0,0221882517197553
"44";0,0224309853946461;0,0221161000868853
"45";0,0223571897020527;0,0220483375998104
"46";0,0222875378178615;0,0219844324448529
"47";0,0222216437844669;0,0219236037310432
"48";0,0221587805654488;0,0218655552583582
"49";0,0220986040900735;0,0218098696540384
"50";0,0220407598158892;0,0217562394983628
"51";0,0219850592519723;0,02170446508071
"52";0,0219312465892119;0,0216543152753045
"53";0,0218791662477979;0,0216057070563821
"54";0,0218286686317593;0,0215584766163546
"55";0,0217794829723882;0,021512534197639
"56";0,0217317289464614;0,0214677294562845
"57";0,0216852853812423;0,0214240556604722
"58";0,0216399099312577;0,0213814701753504
"59";0,0215957506965188;0,0213398069493911
"60";0,0215524710860907;0,0212990996416877
"61";0,0215103388767616;0,0212592674704159
"62";0,0214691042432598;0,0212202835083008
"63";0,0214287477381089;0,021182134291705
"64";0,0213892214905982;0,0211446829403148
"65";0,0213505195168888;0,0211079810647403
"66";0,0213126911836512;0,0210719972498277
"67";0,0212755824070351;0,0210367113001206
"68";0,0212391034294577;0,0210020514095531
"69";0,0212033619600184;0,0209680804084329
"70";0,0211683505189185;0,0209346434649299
"71";0,0211339838364545;0,0209018146290499
"72";0,0211002095540365;0,0208696006326114
"73";0,0210670306635838;0,0208379162059111
"74";0,0210345114913641;0,0208068129595588
"75";0,0210024889777688;0,020776169720818
"76";0,0209710334329044;0,0207460538078757
"77";0,0209400775385838;0,0207164338055779
"78";0,0209097454594631;0,0206873029821059
"79";0,0208797888662301;0,0206586119707893
"80";0,0208504755356733;0,0206303652595071
"81";0,0208216244566674;0,0206026593376608
"82";0,0207931832706227;0,0205752944946289
"83";0,020765183392693;0,0205483806834501
"84";0,0207376457663143;0,0205218662935145
"85";0,0207105404722924;0,0204957647884593
"86";0,0206838570389093;0,0204700245576746
"87";0,0206576223934398;0,0204447376026827
"88";0,0206317617378983;0,0204197176764993
"89";0,0206063005035999;0,0203951083912569
"90";0,0205811803481158;0,0203709097469554
"91";0,0205564805573108;0,0203469893511604
"92";0,0205321577483532;0,0203234504250919
"93";0,0205081266515395;0,0203002548217773
"94";0,0204845293830423;0,020277364394244
"95";0,0204612103630515;0,0202547522152171
"96";0,0204382593491498;0,0202324743831859
"97";0,0204155551686006;0,0202105600693647
