"";"MSETrain";"MSEValid"
"1";0,0505638750861673;0,0398633710075827
"2";0,0294850547640931;0,0288027909222771
"3";0,0239401589187921;0,0274186706542969
"4";0,0230158592672909;0,0267641920201919
"5";0,0225273880304075;0,026251864713781
"6";0,0221596826291552;0,0258377209831687
"7";0,0218701291551777;0,0254995907054228
"8";0,0216390961291743;0,0252194348503562
"9";0,0214519231459674;0,0249834599214442
"10";0,021297596950157;0,0247812315996955
"11";0,0211678194532207;0,0246048938526827
"12";0,0210562552657782;0,0244485338996438
"13";0,0209582714006013;0,0243077289356905
"14";0,0208704555735869;0,024179110807531
"15";0,0207904097613166;0,0240602762558881
"16";0,0207163073969822;0,0239493336397059
"17";0,0206469562006932;0,0238448872285731
"18";0,0205813852945964;0,0237458038330078
"19";0,0205189708634919;0,0236515045166016
"20";0,020459358364928;0,0235612330717199
"21";0,0204020601160386;0,0234744868558996
"22";0,020346944472369;0,0233910055721507
"23";0,0202937960157207;0,0233104099946864
"24";0,0202424651501225;0,0232325991462259
"25";0,0201928666058709;0,0231571915570427
"26";0,020144988415288;0,0230841131771312
"27";0,0200985972086589;0,0230131934670841
"28";0,0200537184172986;0,0229443247178022
"29";0,0200103355856503;0,0228774149277631
"30";0,0199683529722924;0,0228122643863454
"31";0,019927724202474;0,0227489830465878
"32";0,0198884717155905;0,0226872747084674
"33";0,0198504773308249;0,0226272066901712
"34";0,0198137634875728;0,0225685972325942
"35";0,0197781865737017;0,0225114530675551
"36";0,0197439081528608;0,0224557315602022
"37";0,0197106589523016;0,0224013025620404
"38";0,019678492826574;0,0223481256821576
"39";0,019647435206993;0,0222962009205538
"40";0,019617348465265;0,0222454071044922
"41";0,0195882909438189;0,022195748721852
"42";0,0195601025749655;0,0221471382589901
"43";0,0195328716203278;0,0220995398128734
"44";0,0195064140768612;0,0220528838213752
"45";0,0194808585971009;0,0220071029663086
"46";0,0194560047224456;0,0219622196870692
"47";0,0194319272508808;0,0219181756412282
"48";0,0194084870581533;0,0218748631196864
"49";0,0193858232685164;0,0218322574391085
"50";0,0193635828354779;0,0217904012343463
"51";0,0193419602338006;0,0217490903068991
"52";0,019320915072572;0,0217084031946519
"53";0,0193003142113779;0,0216682680915384
"54";0,0192801322189032;0,0216286109475528
"55";0,0192604244456572;0,0215894317626953
"56";0,0192410682229435;0,0215506475112017
"57";0,0192219932406556;0,0215121908748851
"58";0,019203177059398;0,021474032682531
"59";0,0191847154205921;0,0214362424962661
"60";0,0191663973939185;0,0213986856797162
"61";0,0191483157288794;0,0213613083783318
"62";0,0191303372850605;0,0213240500057445
"63";0,0191124650543811;0,0212869240255917
"64";0,0190947334439147;0,0212498833151425
"65";0,0190770945829504;0,0212129188986386
"66";0,0190595035926968;0,0211759612139534
"67";0,019041903626685;0,0211389496747185
"68";0,0190243006687538;0,0211019538430607
"69";0,0190066962148629;0,0210648503023035
"70";0,0189890468821806;0,0210276300766889
"71";0,0189713302313113;0,0209903492647059
"72";0,0189535402784161;0,020952922596651
"73";0,0189357802447151;0,0209152984619141
"74";0,0189179394291896;0,0208776227165671
"75";0,018899892171224;0,0208397248212029
"76";0,0188818763284122;0,0208016451667337
"77";0,0188637034098307;0,0207634308758904
"78";0,0188455439548866;0,0207251492668601
"79";0,0188272483676088;0,0206865983850816
"80";0,0188089378207338;0,0206480160881491
"81";0,0187905255485983;0,0206093485215131
"82";0,0187721072926241;0,0205705485624426
"83";0,0187536067588657;0,0205317261639763
"84";0,018735175039254;0,0204929284488454
"85";0,0187165503408395;0,0204541082943187
"86";0,0186981171252681;0,0204153262867647
"87";0,0186796375349456;0,0203767305261949
"88";0,0186612028234145;0,0203381213019876
"89";0,0186428204704733;0,0202998060338637
"90";0,0186245144114775;0,0202616411096909
"91";0,0186062098484413;0,020223752190085
"92";0,0185880369298598;0,0201861280553481
"93";0,0185699388092639;0,0201488449994256
"94";0,0185519932765587;0,02011194116929
"95";0,0185340701832491;0,0200753761740292
"96";0,0185162353515625;0,0200393093333525
"97";0,0184986368815104;0,0200035992790671
"98";0,0184810369154986;0,0199684008430032
"99";0,0184636344161688;0,0199337319766774
"100";0,0184463291542203;0,01989953882554
"101";0,0184291241215725;0,0198658572926241
"102";0,0184120357737822;0,0198327681597541
"103";0,0183950371835746;0,0198001704496496
"104";0,0183781762216605;0,0197681539198932
"105";0,0183614588718788;0,0197366377886604
"106";0,018344825295841;0,019705779131721
"107";0,0183282321107154;0,0196754253611845
"108";0,0183118393841912;0,0196455989164465
"109";0,0182955124798943;0,0196163110172047
"110";0,018279249901865;0,019587667128619
"111";0,0182631683349609;0,0195594720279469
"112";0,0182470987357345;0,0195319007424747
"113";0,0182312161314721;0,0195048186358284
"114";0,0182154053332759;0,0194782324398265
"115";0,0181996304381127;0,0194521668378045
"116";0,0181840978884229;0,0194266420252183
"117";0,0181686341528799;0,019401606391458
